,Player,Team,Position,FPts,GP,GS,Min,G,GOF,A,KP,ABS,AFKG,AHW,AOG,APL,APKG,AR,ASOP,S,SOT,SOP,SB,Tk,TkW,TLM,Tu,DIS,PLC,FC,FS,ErS,ErG,YC,RC,RCR,HB,Pen,DP,Off,PA,AP,SFTP,C,AC,ACNC,CF,CK,CIB,CF.1,CC,FKS,Int,IntB,CLRA,CLR,CoA,CoS,CSLM,BC,BS,DW,DL,AER,AERL,BCC,BCM,BCS,BR,FKG,FKM,PL,LB,LBA,SubOn,SubOff,PKG,PKA,PKM,PKD,OG,GAO,SAO,CS,CS.1,MCS,CSD,Date
2301,Caglar Soyuncu,LEI,D,5.5,1,1,90,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,86,75,4,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,1,4,3,2,0,0,0,0,10,0,0,11,6,3,0,0,0,0,0,0,0,0,6,1,1,90,1,2019-10-25
2302,Wilfred Ndidi,LEI,M,5.3,1,1,90,0,9,0,1,0,0,0,0,0,0,0,0,1,0,0,1,7,3,0,0,2,11,3,0,0,0,0,0,0,0,0,0,0,73,65,22,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,0,0,0,10,9,1,3,0,0,0,11,0,0,11,7,6,0,0,0,0,0,0,0,0,6,1,1,90,0,2019-10-25
2303,Jack Stephens,SOU,D,4.66,1,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,12,0,1,0,0,0,0,0,0,0,0,0,16,8,1,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,0,0,0,5,1,0,0,0,0,0,2,0,0,12,2,0,1,0,0,0,0,0,0,4,10,0,0,0,0,2019-10-25
2304,Pierre-Emile Hojbjerg,SOU,M,3.98,1,1,90,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,10,0,0,0,0,0,0,0,0,0,0,0,30,24,10,0,0,0,0,0,0,0,1,0,1,0,0,0,4,3,0,1,0,4,6,1,1,0,0,0,8,0,0,10,2,1,0,0,0,0,0,0,0,9,25,0,0,0,0,2019-10-25
2305,Oriol Romeu,SOU,M,3.96,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,32,23,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,2,4,7,0,0,0,0,0,5,0,0,9,5,2,0,0,0,0,0,0,0,9,25,0,0,0,0,2019-10-25
2306,Danny Ings,SOU,F,3.12,1,1,45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,3,12,0,1,0,0,0,0,0,0,0,0,0,10,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,4,8,1,1,0,0,0,4,0,0,12,1,0,0,1,0,0,0,0,0,5,15,0,0,0,0,2019-10-25
2307,Maya Yoshida,SOU,D,2.84,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,12,0,1,1,0,0,0,0,0,0,0,0,27,17,3,0,0,0,0,0,0,0,1,0,1,1,2,2,1,1,0,1,1,3,3,0,0,0,0,0,4,0,0,12,12,4,0,0,0,0,0,0,0,9,25,0,0,0,0,2019-10-25
2308,Stuart Armstrong,SOU,"M,F",2.36,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,0,1,0,0,0,0,0,0,0,0,0,9,8,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,4,0,0,5,0,0,1,0,0,0,0,0,0,2,6,0,0,0,0,2019-10-25
2309,Jan Bednarek,SOU,D,2.28,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,10,2,0,0,0,0,0,0,0,1,0,0,23,14,3,0,0,0,0,0,0,0,2,0,2,0,6,6,1,1,0,0,0,6,5,1,2,0,0,0,6,0,0,10,4,0,0,0,0,0,0,0,0,9,25,0,0,0,0,2019-10-25
2310,Kevin Danso,SOU,"D,M",1.22,1,0,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,14,11,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,2,2,2,0,0,0,0,2,0,0,6,1,1,1,0,0,0,0,0,0,4,10,0,0,0,0,2019-10-25
2311,Demarai Gray,LEI,"M,F",0.84,1,0,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,7,7,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,16,0,2019-10-25
2312,Jannik Vestergaard,SOU,D,0.16,1,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,15,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,7,4,1,0,1,0,0,0,0,0,5,15,0,0,0,0,2019-10-25
2313,Ryan Bertrand,SOU,"D,M",-2.98,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,4,1,1,0,0,0,0,0,0,0,1,4,0,0,0,0,2019-10-25
2314,Christian Pulisic,CHE,"M,F",45.1,1,1,90,3,4,0,3,0,0,0,0,0,0,0,0,5,4,0,1,1,0,0,1,3,12,0,0,0,0,0,0,0,0,0,0,0,31,25,12,3,1,1,2,0,0,3,0,0,1,0,1,1,1,1,0,0,0,3,6,1,2,0,0,0,2,0,0,12,2,1,0,0,0,0,0,0,0,2,13,0,0,0,0,2019-10-26
2315,Robert Snodgrass,WHU,M,28.98,1,1,86,1,1,0,2,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,1,1,21,1,2,0,0,0,0,0,0,0,0,0,33,29,11,17,3,1,14,9,2,4,0,0,0,0,0,0,2,1,0,0,0,4,7,1,2,0,1,1,6,0,0,21,0,0,0,1,0,0,0,0,0,1,10,0,0,0,0,2019-10-26
2316,Willian,CHE,"M,F",26.08,1,1,72,1,4,1,3,0,0,0,0,0,0,0,0,4,2,0,1,1,0,0,4,1,17,0,0,0,0,1,0,0,0,0,0,0,43,34,11,2,0,0,2,0,0,1,1,0,1,0,1,1,1,1,0,0,0,2,5,0,1,0,0,0,4,0,0,17,1,1,0,1,0,0,0,0,0,0,10,0,1,0,0,2019-10-26
2317,Kevin De Bruyne,MCI,M,21.46,1,1,76,0,3,1,5,0,0,0,0,0,0,0,0,2,0,0,0,3,1,0,1,0,13,2,0,0,0,0,0,0,0,0,0,0,47,38,21,11,9,2,2,8,7,1,1,0,0,0,2,2,3,2,0,1,0,5,5,0,0,0,0,0,5,0,0,13,7,7,0,1,0,0,0,0,0,0,6,1,1,76,0,2019-10-26
2318,Raheem Sterling,MCI,"M,F",20.82,1,1,76,1,3,0,3,0,0,0,0,0,0,0,0,4,1,0,2,1,1,0,3,5,17,1,1,0,0,0,0,0,0,0,0,0,38,31,19,1,0,0,1,0,0,4,0,0,0,0,1,1,0,0,0,0,0,2,6,0,0,2,0,1,4,0,0,17,0,0,0,1,0,0,0,0,0,0,6,1,1,76,0,2019-10-26
2319,Dwight McNeil,BUR,M,19.64,1,1,90,1,2,0,2,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,4,17,0,0,0,0,0,0,0,0,0,0,0,23,22,6,6,1,0,5,2,1,1,0,0,0,0,0,0,9,6,0,0,1,7,7,1,0,0,0,0,9,0,0,17,0,0,0,0,0,0,0,0,0,4,16,0,0,0,0,2019-10-26
2320,Neal Maupay,BHA,F,19.04,1,1,90,1,3,0,2,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,2,2,14,2,3,0,0,0,0,0,0,0,0,1,26,17,8,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,6,5,1,0,0,0,1,6,0,0,14,1,0,0,0,1,1,0,0,0,2,11,0,0,0,0,2019-10-26
2321,Diego Rico,BOU,"D,M",18.04,1,1,90,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,2,5,2,0,0,2,30,2,2,0,0,1,0,0,0,0,0,0,53,37,13,9,1,0,8,7,1,2,0,1,3,1,2,2,1,1,0,2,0,8,5,0,0,0,0,0,7,0,0,30,6,1,0,0,0,0,0,0,0,0,7,1,1,90,1,2019-10-26
2322,David Silva,MCI,M,17.4,1,1,90,1,3,0,2,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,1,12,1,0,0,0,0,0,0,0,0,0,0,56,45,29,0,0,0,0,1,0,1,1,0,2,1,1,1,4,4,0,0,1,5,3,0,0,0,1,0,5,0,0,12,3,1,0,0,0,0,0,0,0,0,11,1,1,90,0,2019-10-26
2323,Ilkay Gundogan,MCI,M,16.9,1,1,90,1,3,0,2,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,8,1,1,0,0,1,0,0,0,0,0,0,102,95,36,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,3,6,2,2,0,0,0,8,0,0,8,8,6,0,0,0,0,0,0,0,0,11,1,1,90,0,2019-10-26
2324,Andriy Yarmolenko,WHU,"M,F",16.02,1,1,90,0,1,1,4,0,0,0,0,0,0,0,0,3,0,0,1,1,1,0,2,2,13,0,0,0,0,0,0,0,0,0,0,2,37,31,9,2,0,0,2,0,0,2,1,0,0,0,0,0,2,1,0,0,0,2,5,0,2,4,1,0,7,0,0,13,4,2,0,0,0,0,0,0,0,1,10,0,0,0,0,2019-10-26
2325,Jay Rodriguez,BUR,F,14.68,1,1,90,1,2,0,0,0,0,0,0,0,0,0,0,3,2,0,1,2,0,0,3,3,11,1,0,0,0,0,0,0,0,0,0,0,14,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,2,6,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,4,16,0,0,0,0,2019-10-26
2326,Robbie Brady,BUR,M,14.32,1,0,6,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,9,6,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2019-10-26
2327,Ryan Fraser,BOU,"M,F",14.3,1,1,90,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,34,30,13,11,1,0,10,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,15,3,2,0,0,0,0,0,0,0,0,7,1,1,90,0,2019-10-26
2328,Pascal Gross,BHA,"M,F",13.78,1,1,66,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,2,20,0,0,0,0,0,0,0,0,0,0,1,29,19,5,2,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,6,0,1,0,0,0,3,1,0,20,3,0,0,1,0,0,0,0,0,1,10,0,0,0,0,2019-10-26
2329,Mason Mount,CHE,"M,F",13.74,1,1,90,0,4,1,1,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,1,17,3,0,0,0,0,0,0,0,0,0,0,59,52,29,6,1,1,5,6,0,0,0,1,0,0,1,1,1,0,0,0,0,0,11,0,5,0,0,0,2,0,0,17,2,1,0,0,0,0,0,0,0,2,13,0,0,0,0,2019-10-26
2330,Adam Smith,BOU,"D,M",13.46,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,2,0,13,2,5,0,0,0,0,0,0,0,0,0,60,53,10,2,0,0,2,0,0,0,1,0,2,0,4,4,1,0,0,0,0,12,7,2,3,0,0,0,4,0,0,13,5,0,0,0,0,0,0,0,0,0,7,1,1,90,1,2019-10-26
2331,Dominic Calvert-Lewin,EVE,F,12.76,1,0,18,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,2,4,0,0,0,0,2019-10-26
2332,Lucas Digne,EVE,D,12.48,1,1,90,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,13,1,1,0,0,0,0,0,0,0,0,0,48,44,13,8,2,0,6,5,2,1,0,0,1,0,5,5,0,0,0,0,1,6,4,1,1,0,0,0,11,0,0,13,3,2,0,0,0,0,0,0,1,3,9,0,0,0,0,2019-10-26
2333,Lys Mousset,SHU,F,12.06,1,0,27,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,1,5,3,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,2,0,2,0,0,0,2,0,0,4,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,2019-10-26
2334,Joao Cancelo,MCI,D,11.86,1,1,90,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,3,0,1,0,6,2,2,0,0,0,0,0,0,0,0,0,51,48,22,2,0,0,2,0,0,0,1,0,1,0,1,1,0,0,0,0,1,5,4,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,11,1,1,90,1,2019-10-26
2335,Trezeguet,AVL,"M,F",11.84,1,1,90,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,3,1,1,0,2,0,12,0,1,0,0,0,0,0,0,0,0,0,17,12,9,3,0,0,3,0,0,0,1,0,3,1,0,0,3,2,0,0,1,7,5,3,1,0,0,0,4,0,0,12,1,0,0,0,0,0,0,0,0,3,26,0,0,0,0,2019-10-26
2336,Bernardo Silva,MCI,"M,F",10.56,1,1,90,0,3,0,4,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,1,12,0,1,0,0,0,0,0,0,0,0,0,45,38,27,4,0,0,4,2,0,0,1,0,0,0,1,1,3,3,0,0,0,6,2,0,0,0,1,0,5,0,0,12,2,1,0,0,0,0,0,0,0,0,11,1,1,90,0,2019-10-26
2337,Daryl Janmaat,WAT,D,10.22,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,19,0,1,0,0,0,0,0,0,0,0,0,32,21,10,4,0,0,4,0,0,0,0,0,2,1,3,3,1,1,0,0,0,6,2,1,0,0,0,0,9,0,0,19,3,0,0,0,0,0,0,0,0,0,15,1,1,90,1,2019-10-26
2338,John McGinn,AVL,M,10.12,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,1,2,11,0,2,0,0,0,0,0,0,0,0,0,18,16,4,4,0,0,4,4,1,1,0,0,2,0,0,0,2,1,0,0,0,4,6,0,2,0,1,0,6,0,0,11,2,2,0,0,0,0,0,0,0,3,26,0,0,0,0,2019-10-26
2339,Phil Foden,MCI,"M,F",9.74,1,0,14,0,0,0,3,0,0,0,0,0,0,0,0,2,2,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,18,17,9,2,1,0,1,2,1,2,0,0,0,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,5,0,0,14,0,2019-10-26
2340,Jefferson Lerma,BOU,M,9.32,1,1,90,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,2,1,0,0,1,6,0,2,0,0,0,0,0,0,0,0,0,46,41,8,0,0,0,0,0,0,0,0,0,3,0,1,1,2,2,0,0,0,7,3,1,0,0,0,0,8,0,0,6,7,4,0,0,0,0,0,0,0,0,7,1,1,90,0,2019-10-26
2341,Enda Stevens,SHU,"D,M",9.18,1,1,90,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,25,1,0,0,0,1,0,0,0,0,0,1,45,29,10,3,0,0,3,0,0,2,1,0,1,0,1,1,5,4,0,0,0,4,5,0,1,0,0,0,11,0,0,25,6,2,0,0,0,0,0,0,0,1,12,0,0,0,0,2019-10-26
2342,Ashley Barnes,BUR,F,9.1,1,1,63,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,4,0,9,1,3,0,0,0,0,0,0,0,0,0,10,5,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6,3,4,2,0,3,0,1,0,0,9,0,0,0,1,0,0,0,0,0,4,10,0,0,0,0,2019-10-26
2343,Gerard Deulofeu,WAT,"M,F",8.66,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,6,3,28,2,0,0,0,1,0,0,0,0,0,2,23,18,7,9,1,1,8,4,0,4,0,0,1,0,0,0,7,3,0,0,0,4,9,0,0,0,1,0,4,0,0,28,0,0,0,0,0,0,0,0,0,0,15,1,1,90,0,2019-10-26
2344,Joshua King,BOU,"M,F",8.52,1,1,90,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,3,14,0,2,0,0,0,0,0,0,0,0,0,10,6,3,2,1,1,1,0,0,1,0,0,2,0,0,0,4,3,0,0,0,6,6,1,2,1,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,7,1,1,90,0,2019-10-26
2345,Pablo Zabaleta,WHU,D,8.38,1,1,90,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,59,44,9,5,0,0,5,0,0,0,1,0,3,0,2,2,0,0,0,2,1,3,3,1,2,0,0,0,1,0,0,21,2,0,0,0,0,0,0,0,0,1,10,0,0,0,0,2019-10-26
2346,Gabriel Jesus,MCI,F,8.36,1,1,90,0,3,0,2,0,0,0,0,1,0,0,0,4,2,1,0,0,0,0,3,0,7,1,0,0,0,0,0,0,0,0,0,1,21,18,12,0,0,0,0,0,0,2,0,0,1,0,1,1,1,0,0,0,0,3,4,3,2,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,1,1,90,0,2019-10-26
2347,Frederic Guilbert,AVL,D,8.26,1,1,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,34,23,5,4,1,1,3,0,0,0,2,0,2,0,5,5,1,0,0,1,1,5,7,0,4,0,0,0,6,0,0,17,4,0,0,0,0,0,0,0,0,3,26,0,0,0,0,2019-10-26
2348,Tammy Abraham,CHE,F,8.2,1,1,70,0,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,15,10,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4,5,4,2,0,0,0,2,0,0,8,2,1,0,1,0,0,0,0,0,0,10,0,1,0,0,2019-10-26
2349,John Fleck,SHU,M,8.18,1,1,90,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,39,34,14,5,2,1,3,4,1,0,0,0,2,0,0,0,2,1,0,0,0,1,5,0,1,0,0,0,7,0,0,11,3,2,0,0,0,0,0,0,0,1,12,0,0,0,0,2019-10-26
2350,Benjamin Mendy,MCI,D,8.16,1,1,73,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,57,53,28,3,0,0,3,0,0,2,0,0,0,0,0,0,2,2,0,1,1,2,3,0,2,0,0,0,4,0,0,8,3,1,0,1,0,0,0,0,0,0,6,1,1,73,1,2019-10-26
2351,Tom Davies,EVE,M,8.14,1,1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,12,0,5,0,0,0,0,0,0,0,0,0,42,32,7,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,9,4,0,2,0,0,0,5,0,0,12,5,0,0,0,0,0,0,0,0,3,9,0,0,0,0,2019-10-26
2352,David McGoldrick,SHU,F,8.0,1,1,81,0,1,0,1,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,1,0,11,0,1,0,0,0,0,0,0,0,0,1,22,15,8,1,0,0,1,0,0,0,0,0,0,0,4,4,4,3,0,0,0,9,10,5,7,0,1,0,2,0,0,11,1,0,0,1,0,0,0,0,0,1,10,0,0,0,0,2019-10-26
2353,Chris Basham,SHU,D,7.9,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,13,1,3,0,0,0,0,0,0,0,0,1,30,20,4,0,0,0,0,0,0,0,3,0,4,0,5,5,1,1,0,2,0,11,2,5,1,0,0,0,2,0,0,13,9,4,0,0,0,0,0,0,0,1,12,0,0,0,0,2019-10-26
2354,Steve Cook,BOU,D,7.86,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,1,0,0,0,8,1,0,0,0,0,0,0,1,0,0,1,76,68,2,0,0,0,0,0,0,1,1,0,2,0,3,3,0,0,0,0,1,6,3,4,2,0,0,0,6,0,0,8,5,2,0,0,0,0,0,0,0,0,7,1,1,90,1,2019-10-26
2355,Alex Iwobi,EVE,"M,F",7.58,1,1,72,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,4,3,15,0,1,0,0,0,0,0,0,0,0,0,34,29,9,0,0,0,0,0,0,0,0,0,2,0,0,0,7,4,0,0,0,6,6,0,0,0,0,0,3,0,0,15,1,1,0,1,0,0,0,0,0,1,5,0,0,0,0,2019-10-26
2356,Ashley Westwood,BUR,M,7.58,1,1,90,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,2,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0,51,39,13,4,0,0,4,2,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,16,12,6,0,0,0,0,0,0,0,4,16,0,0,0,0,2019-10-26
2357,Declan Rice,WHU,M,7.12,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,1,7,0,1,0,0,0,0,0,0,0,0,0,62,56,4,0,0,0,0,0,0,0,0,0,2,0,1,1,3,3,0,0,0,6,4,0,1,0,0,0,8,0,0,7,9,6,0,0,0,0,0,0,0,1,10,0,0,0,0,2019-10-26
2358,Theo Walcott,EVE,"M,F",6.98,1,1,72,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,2,2,13,1,1,0,0,0,0,0,0,0,0,1,20,14,7,1,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,5,0,0,0,1,0,1,0,0,13,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,2019-10-26
2359,Mason Holgate,EVE,D,6.84,1,1,90,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,3,1,0,0,1,0,0,0,0,0,0,45,42,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,4,1,1,1,0,0,5,0,0,3,4,3,0,0,0,0,0,0,0,3,9,0,0,0,0,2019-10-26
2360,John Lundstram,SHU,"D,M",6.74,1,1,90,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,4,2,0,2,0,9,2,1,0,0,0,0,0,0,0,0,0,31,27,11,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,6,4,1,0,0,0,0,4,0,0,9,2,1,0,0,0,0,0,0,0,1,12,0,0,0,0,2019-10-26
2361,Aaron Cresswell,WHU,D,6.68,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,16,1,2,0,0,0,0,0,0,0,0,0,64,54,19,3,0,0,3,0,0,1,1,0,0,0,1,1,1,1,0,1,1,3,5,0,3,0,1,0,7,0,0,16,7,2,0,0,0,0,0,0,0,1,10,0,0,0,0,2019-10-26
2362,John Stones,MCI,D,6.64,1,1,90,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,62,57,6,0,0,0,0,0,0,1,1,0,1,1,5,5,0,0,0,1,1,5,0,5,0,0,0,0,4,0,0,5,4,4,0,0,0,0,0,0,0,0,11,1,1,90,1,2019-10-26
2363,Matthew Lowton,BUR,D,6.64,1,1,90,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,15,0,0,0,1,0,0,0,0,0,0,0,43,32,10,0,0,0,0,0,0,1,4,0,6,0,6,6,1,1,0,1,0,8,2,3,1,0,0,0,9,0,0,15,5,1,0,0,0,0,0,0,0,4,16,0,0,0,0,2019-10-26
2364,Mateo Kovacic,CHE,M,6.42,1,1,90,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,3,3,17,0,2,0,0,0,0,0,0,0,0,0,104,96,19,0,0,0,0,0,0,0,0,0,1,0,0,0,5,3,0,0,0,9,5,0,0,0,0,0,10,0,0,17,7,6,0,0,0,0,0,0,0,2,13,0,0,0,0,2019-10-26
2365,Felipe Anderson,WHU,"M,F",6.4,1,1,66,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0,2,2,12,0,1,0,0,0,0,0,0,0,0,0,42,35,12,1,0,0,1,0,0,2,0,0,0,0,0,0,3,3,0,0,0,6,4,0,0,0,1,0,6,0,0,12,3,3,0,1,0,0,0,0,0,0,8,0,1,0,0,2019-10-26
2366,Lewis Dunk,BHA,D,6.36,1,1,90,0,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,80,68,1,0,0,0,0,0,0,0,1,1,2,1,1,1,0,0,0,0,1,2,2,1,1,0,0,0,7,0,0,12,10,4,0,0,0,0,0,0,0,2,11,0,0,0,0,2019-10-26
2367,Craig Cathcart,WAT,D,6.14,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,39,32,4,0,0,0,0,0,0,0,3,0,1,0,3,3,0,0,0,0,2,3,3,1,1,0,0,0,3,0,0,7,11,8,0,0,0,0,0,0,0,0,15,1,1,90,1,2019-10-26
2368,Jack Cork,BUR,M,6.08,1,1,90,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,10,0,2,0,0,0,0,0,0,0,0,0,40,34,12,2,0,0,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0,5,2,1,0,1,0,0,12,0,0,10,6,5,0,0,0,0,0,0,0,4,16,0,0,0,0,2019-10-26
2369,Nathan Ake,BOU,D,5.86,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,75,68,1,0,0,0,0,0,0,0,0,0,1,0,5,5,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,8,2,1,0,0,0,0,0,0,0,0,7,1,1,90,1,2019-10-26
