,Player,Team,Position,FPts,GP,GS,Min,G,GOF,A,KP,ABS,AFKG,AHW,AOG,APL,APKG,AR,ASOP,S,SOT,SOP,SB,Tk,TkW,TLM,Tu,DIS,PLC,FC,FS,ErS,ErG,YC,RC,RCR,HB,Pen,DP,Off,PA,AP,SFTP,C,AC,ACNC,CF,CK,CIB,CF.1,CC,FKS,Int,IntB,CLRA,CLR,CoA,CoS,CSLM,BC,BS,DW,DL,AER,AERL,BCC,BCM,BCS,BR,FKG,FKM,PL,LB,LBA,SubOn,SubOff,PKG,PKA,PKM,PKD,OG,GAO,SAO,CS,CS.1,MCS,CSD,Date
2370,Dan Burn,BHA,D,5.84,1,1,90,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,49,42,8,0,0,0,0,0,0,0,3,0,4,1,2,2,1,1,0,0,1,9,1,2,1,0,0,0,7,0,0,8,6,3,0,0,0,0,0,0,0,2,11,0,0,0,0,2019-10-26
2371,Aaron Connolly,BHA,F,5.82,1,1,80,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,6,0,5,0,0,0,0,0,0,0,0,1,7,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,0,0,0,0,6,0,0,0,1,0,0,0,1,0,2,11,0,0,0,0,2019-10-26
2372,Cesar Azpilicueta,CHE,D,5.8,1,1,90,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,79,65,9,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,7,2,2,0,0,0,0,6,0,0,15,2,1,0,0,0,0,0,0,0,2,13,0,0,0,0,2019-10-26
2373,Marvelous Nakamba,AVL,M,5.64,1,1,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,4,0,2,0,0,0,0,0,0,0,0,0,35,32,4,0,0,0,0,0,0,0,0,0,2,1,2,2,2,2,0,0,1,7,7,0,1,0,0,0,4,0,0,4,2,2,0,0,0,0,0,0,0,3,26,0,0,0,0,2019-10-26
2374,Dale Stephens,BHA,M,5.6,1,1,90,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,11,3,2,0,0,1,0,0,0,0,0,0,66,55,9,0,0,0,0,0,0,0,1,0,5,2,1,1,0,0,0,0,0,6,5,0,0,0,0,0,10,0,0,11,5,3,0,0,0,0,0,0,0,2,11,0,0,0,0,2019-10-26
2375,Abdoulaye Doucoure,WAT,M,5.36,1,1,90,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,4,3,0,2,1,14,3,0,0,0,1,0,0,0,0,0,0,41,33,9,1,0,0,1,0,0,0,0,0,2,1,1,1,3,1,0,0,0,5,11,0,3,0,0,0,10,0,0,14,3,2,0,0,0,0,0,0,0,0,15,1,1,90,0,2019-10-26
2376,Harry Wilson,BOU,M,5.2,1,0,29,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,1,6,0,1,0,0,0,0,0,0,0,0,0,14,10,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,3,2,1,0,0,0,0,3,0,0,6,2,2,1,0,0,0,0,0,0,0,3,0,0,29,0,2019-10-26
2377,Sebastien Haller,WHU,F,4.96,1,1,90,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2,3,0,0,0,0,0,0,0,0,2,17,13,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,16,4,13,0,0,0,1,0,0,7,1,0,0,0,0,0,0,0,0,1,10,0,0,0,0,2019-10-26
2378,Jack OConnell,SHU,D,4.94,1,1,90,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,51,37,3,1,1,1,0,0,0,0,3,0,1,0,2,2,0,0,0,0,0,7,2,5,1,1,0,0,8,0,0,14,6,2,0,0,0,0,0,0,0,1,12,0,0,0,0,2019-10-26
2379,Roberto Pereyra,WAT,"M,F",4.9,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,2,4,16,3,2,0,0,1,0,0,0,0,0,2,32,25,11,2,0,0,2,1,0,0,0,0,2,0,1,1,3,3,0,0,0,7,9,0,1,0,0,0,5,0,0,16,1,0,0,0,0,0,0,0,0,0,15,1,1,90,0,2019-10-26
2380,Adam Masina,WAT,D,4.8,1,1,73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,22,20,6,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,5,6,4,4,0,0,0,5,0,0,4,3,2,0,1,0,0,0,0,0,0,9,1,1,73,1,2019-10-26
2381,Richarlison,EVE,"M,F",4.78,1,1,90,0,2,0,2,0,0,0,1,0,0,0,0,2,0,0,1,1,1,0,3,1,11,1,0,0,0,0,0,0,0,0,0,1,20,14,5,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,6,3,4,0,1,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,2019-10-26
2382,James Tarkowski,BUR,D,4.78,1,1,90,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,11,1,0,0,0,0,0,0,0,0,0,0,49,39,3,0,0,0,0,0,0,0,1,0,3,0,2,2,3,3,0,0,2,8,3,3,1,1,0,0,14,0,0,11,11,7,0,0,0,0,0,0,0,4,16,0,0,0,0,2019-10-26
2383,Will Hughes,WAT,M,4.78,1,0,80,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,2,0,6,0,19,2,3,0,0,1,0,0,0,0,0,1,27,14,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,6,1,1,0,0,0,4,0,0,19,1,0,1,0,0,0,0,0,0,0,14,1,1,80,0,2019-10-26
2384,Keinan Davis,AVL,"M,F",4.76,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,2019-10-26
2385,Ben Mee,BUR,D,4.72,1,1,90,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,18,0,1,0,0,0,0,0,0,0,0,1,53,36,2,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,5,3,3,3,1,0,0,13,0,0,18,15,5,0,0,0,0,0,0,0,4,16,0,0,0,0,2019-10-26
2386,Fernandinho,MCI,"D,M",4.58,1,1,87,0,3,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,2,0,14,2,0,0,0,0,1,0,0,0,0,0,66,54,11,0,0,0,0,0,0,0,1,0,1,0,2,2,1,1,0,0,0,8,6,6,3,0,0,0,3,0,0,14,7,3,0,0,0,0,0,0,0,0,7,1,1,87,1,2019-10-26
2387,Djibril Sidibe,EVE,D,4.48,1,1,90,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,55,39,11,1,0,0,1,0,0,0,0,0,3,0,2,2,0,0,0,0,0,8,2,3,0,0,0,0,8,0,0,25,6,2,0,0,0,0,0,0,0,3,9,0,0,0,0,2019-10-26
2388,Reece James,CHE,D,4.4,1,0,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,20,20,4,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,2,3,0,0,0,0,0,0,3,0,0,0,1,1,1,0,0,0,0,0,0,2,6,0,0,0,0,2019-10-26
2389,Douglas Luiz,AVL,M,4.32,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,38,31,10,1,0,0,1,0,0,1,0,0,0,0,1,1,4,4,0,0,0,5,3,1,0,0,0,0,5,0,0,9,2,2,0,0,0,0,0,0,0,3,26,0,0,0,0,2019-10-26
2390,Steven Alzate,BHA,"D,M,F",4.22,1,1,90,0,3,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,2,2,15,2,0,0,0,0,0,0,0,0,0,0,46,36,11,0,0,0,0,0,0,0,0,0,1,0,0,0,5,4,0,0,0,5,6,0,1,0,0,0,8,0,0,15,1,1,0,0,0,0,0,0,0,2,11,0,0,0,0,2019-10-26
2391,Marcos Alonso,CHE,D,4.2,1,1,63,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,43,30,7,3,1,1,2,0,0,1,1,0,3,0,2,2,0,0,0,1,0,2,2,2,2,0,0,0,7,0,0,18,4,1,0,1,0,0,0,0,0,0,7,0,1,0,0,2019-10-26
2392,Gylfi Sigurdsson,EVE,"M,F",3.92,1,0,60,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,15,11,6,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,5,0,0,1,0,0,0,0,0,0,2,7,0,0,0,0,2019-10-26
2393,Fabian Balbuena,WHU,D,3.92,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,1,19,1,1,0,0,1,0,0,0,0,0,0,63,46,2,0,0,0,0,0,0,0,1,0,2,0,2,2,0,0,0,0,0,10,4,8,0,0,0,0,9,0,0,19,9,4,0,0,0,0,0,0,0,1,10,0,0,0,0,2019-10-26
2394,Arnaut Danjuma Groeneveld,BOU,"M,F",3.9,1,1,61,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,1,26,20,6,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,2,7,1,1,0,1,0,3,0,0,10,2,2,0,1,0,0,0,0,0,0,4,1,1,61,0,2019-10-26
2395,Davy Propper,BHA,M,3.88,1,1,90,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,2,1,20,3,1,0,0,1,0,0,0,0,0,0,60,44,13,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,6,4,0,0,0,0,0,7,0,0,20,3,2,0,0,0,0,0,0,0,2,11,0,0,0,0,2019-10-26
2396,Jack Grealish,AVL,"M,F",3.86,1,1,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,10,2,3,0,0,1,0,0,0,0,0,1,26,23,8,2,0,0,2,3,0,2,1,0,3,0,2,2,3,1,0,0,0,4,7,0,1,0,0,0,2,0,0,10,0,0,0,1,0,0,0,0,0,3,22,0,0,0,0,2019-10-26
2397,George Baldock,SHU,"D,M",3.66,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,9,1,1,0,0,1,0,0,0,0,0,0,18,13,3,2,0,0,2,0,0,1,1,0,0,0,4,4,2,1,0,0,0,3,4,1,0,0,0,0,5,0,0,9,4,0,0,0,0,0,0,0,0,1,12,0,0,0,0,2019-10-26
2398,Christian Kabasele,WAT,D,3.5,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,34,25,4,0,0,0,0,0,0,0,3,0,1,1,3,3,1,1,0,0,3,3,4,2,3,0,0,0,3,0,0,9,10,3,0,0,0,0,0,0,0,0,15,1,1,90,1,2019-10-26
2399,Craig Dawson,WAT,D,3.48,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,27,24,0,0,0,0,0,0,0,0,1,0,2,0,7,7,0,0,0,1,2,1,3,1,1,0,0,0,7,0,0,3,2,1,0,0,0,0,0,0,0,0,15,1,1,90,1,2019-10-26
2400,Adam Webster,BHA,D,3.36,1,1,90,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,74,68,7,0,0,0,0,0,0,0,0,0,2,0,3,3,2,2,0,0,0,3,3,0,3,0,0,0,5,0,0,7,5,3,0,0,0,0,0,0,1,2,11,0,0,0,0,2019-10-26
2401,Mark Noble,WHU,M,3.32,1,1,78,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,55,46,14,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,3,0,0,12,5,4,0,1,0,0,0,0,0,1,10,0,0,0,0,2019-10-26
2402,Michael Keane,EVE,D,3.24,1,1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,0,0,1,0,0,44,37,1,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,0,0,2,2,1,0,0,0,0,3,0,0,8,6,1,0,0,0,0,0,0,0,3,9,0,0,0,0,2019-10-26
2403,Philip Billing,BOU,M,3.08,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,2,15,2,1,0,0,1,0,0,0,0,0,0,64,54,2,0,0,0,0,0,0,1,1,0,1,0,4,4,2,1,0,0,0,7,5,4,0,0,0,0,7,0,0,15,6,4,0,0,0,0,0,0,0,0,7,1,1,90,0,2019-10-26
2404,Andre Gray,WAT,F,2.88,1,0,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,10,9,5,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,7,1,1,1,0,0,0,0,0,0,0,7,0,0,33,0,2019-10-26
2405,Callum Hudson-Odoi,CHE,F,2.86,1,0,18,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,4,1,1,0,0,1,0,0,0,0,0,0,8,8,7,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,3,0,1,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,2019-10-26
2406,Erik Pieters,BUR,D,2.8,1,1,90,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,17,1,0,0,0,1,0,0,0,0,0,0,48,35,5,3,0,0,3,0,0,1,0,0,0,0,2,2,0,0,0,0,1,2,1,1,0,0,0,0,6,0,0,17,8,3,0,0,0,0,0,0,0,4,16,0,0,0,0,2019-10-26
2407,Fikayo Tomori,CHE,D,2.78,1,1,90,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,75,64,3,0,0,0,0,0,0,0,1,0,0,0,5,5,0,0,0,1,1,4,3,2,2,0,0,0,3,0,0,11,9,5,0,0,0,0,0,0,0,2,13,0,0,0,0,2019-10-26
2408,Tyrone Mings,AVL,D,2.74,1,1,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,9,0,0,1,0,0,0,0,0,0,0,0,44,37,2,0,0,0,0,0,0,0,2,0,0,0,5,5,0,0,0,0,4,2,1,1,1,0,0,0,4,0,0,9,10,4,0,0,0,0,0,0,0,3,26,0,0,0,0,2019-10-26
2409,Leandro Trossard,BHA,"M,F",2.5,1,0,24,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,9,5,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,6,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2019-10-26
2410,Pablo Fornals,WHU,M,2.46,1,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2019-10-26
2411,Jorginho,CHE,M,2.36,1,1,90,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,0,0,0,0,0,0,0,0,0,0,99,93,9,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,3,0,0,0,0,0,13,0,0,7,4,4,0,0,0,0,0,0,0,2,13,0,0,0,0,2019-10-26
2412,Kurt Zouma,CHE,D,2.2,1,1,90,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,1,0,0,0,0,0,0,0,0,0,72,60,1,0,0,0,0,0,0,0,1,0,2,1,7,7,0,0,0,0,0,6,5,5,4,0,0,0,7,0,0,12,6,4,0,0,0,0,0,0,0,2,13,0,0,0,0,2019-10-26
2413,Manuel Lanzini,WHU,M,2.1,1,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,22,20,6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,6,5,1,0,0,0,0,0,0,1,2,0,0,0,0,2019-10-26
2414,Matej Vydra,BUR,F,2.02,1,0,27,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,2019-10-26
2415,Jeff Hendrick,BUR,"M,F",1.98,1,1,84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,15,1,0,0,0,1,0,0,0,0,0,0,26,19,4,3,0,0,3,0,0,1,0,0,1,0,2,2,1,0,0,0,0,1,4,1,1,0,0,0,3,0,0,15,2,1,0,1,0,0,0,0,0,4,16,0,0,0,0,2019-10-26
2416,Callum Robinson,SHU,F,1.92,1,1,54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,14,11,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,6,2,0,0,1,0,0,0,0,0,1,4,0,0,0,0,2019-10-26
2417,Oliver Norwood,SHU,M,1.88,1,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,2,0,0,0,0,0,0,0,0,0,0,44,34,3,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,6,1,2,0,0,0,10,0,0,13,12,6,0,1,0,0,0,0,0,1,6,0,0,0,0,2019-10-26
2418,Matt Targett,AVL,"D,M",1.88,1,1,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,17,2,0,0,0,0,0,0,0,0,0,0,36,24,7,2,2,2,0,0,0,1,0,0,0,0,6,6,0,0,0,1,0,0,4,0,0,0,0,0,3,0,0,17,5,1,0,0,0,0,0,0,0,3,26,0,0,0,0,2019-10-26
2419,Olivier Giroud,CHE,F,1.88,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,11,9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,2019-10-26
2420,Fabian Delph,EVE,"D,M",1.76,1,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,13,2,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,1,2,0,0,0,0,0,3,0,0,3,1,1,1,0,0,0,0,0,0,2,4,0,0,0,0,2019-10-26
2421,John Egan,SHU,D,1.48,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,26,24,0,0,0,0,0,0,0,0,2,0,2,1,6,6,0,0,0,1,0,5,4,5,4,0,0,0,3,0,0,2,3,2,0,0,0,0,0,0,0,1,12,0,0,0,0,2019-10-26
2422,Issa Diop,WHU,D,1.48,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,59,49,1,0,0,0,0,0,0,0,0,0,2,0,1,1,2,1,0,0,1,8,2,7,1,0,0,0,9,0,0,11,8,2,0,0,0,0,0,0,0,1,10,0,0,0,0,2019-10-26
2423,Martin Montoya,BHA,"D,M",1.24,1,1,65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,17,1,0,0,0,0,0,0,0,0,0,0,37,27,9,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,6,1,1,0,0,0,1,0,0,17,4,0,0,1,0,0,0,0,0,1,10,0,0,0,0,2019-10-26
2424,Bjorn Engels,AVL,D,1.14,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,2,0,0,0,0,0,0,0,0,39,32,2,0,0,0,0,0,0,0,5,0,1,1,6,6,0,0,0,0,2,1,3,1,3,0,0,0,3,0,0,8,8,3,0,0,0,0,0,0,0,3,26,0,0,0,0,2019-10-26
2425,Tom Cleverley,WAT,M,1.12,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10,0,2019-10-26
2426,Bernard,EVE,"M,F",1.1,1,1,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,6,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,2019-10-26
2427,Dominic Solanke,BOU,F,1.1,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,5,0,0,1,0,0,0,0,0,0,0,0,8,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,4,0,0,5,0,0,1,0,0,0,0,0,0,0,2,0,0,16,0,2019-10-26
2428,Ezequiel Schelotto,BHA,D,0.78,1,0,25,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,5,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2019-10-26
2429,Wesley,AVL,F,0.76,1,1,71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,16,13,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,6,3,3,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,3,20,0,0,0,0,2019-10-26
2430,Anwar El Ghazi,AVL,"M,F",0.74,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,2019-10-26
2431,Angelino,MCI,D,0.62,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,17,0,2019-10-26
2432,Billy Sharp,SHU,F,0.6,1,0,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1,1,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,2,0,0,0,3,0,0,4,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,2019-10-26
2433,Dimitri Foulquier,WAT,D,0.58,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,4,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,6,0,0,17,0,2019-10-26
2434,Nathaniel Chalobah,WAT,M,0.26,1,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,1,2,0,0,0,0,2,0,0,3,0,0,0,1,0,0,0,0,0,0,8,0,0,57,0,2019-10-26
2435,Sergio Aguero,MCI,F,0.08,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,5,0,0,14,0,2019-10-26
2436,Muhamed Besic,SHU,M,0.04,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2019-10-26
2437,Andre Gomes,EVE,M,-0.18,1,1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,2,0,0,0,0,0,0,0,0,0,0,45,41,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,1,0,0,0,7,0,0,9,6,5,0,0,0,0,0,0,0,3,9,0,0,0,0,2019-10-26
2438,Callum Wilson,BOU,F,-0.2,1,1,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,1,1,0,0,1,0,0,1,0,0,1,8,5,2,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,5,0,2,0,0,0,0,0,0,7,1,1,0,1,0,0,0,0,0,0,5,1,1,74,0,2019-10-26
2439,Glenn Murray,BHA,F,-0.42,1,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,2,3,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2019-10-26
